indicator,asap1_id,adm1_name,stat,period,n_years,slope_per_decade,slope_lo,slope_hi,tau,p_value,total_change,fit_intercept,fit_year_min,fit_year_max,early_mean,late_mean,epoch_shift,early_period,late_period
fpar_crop,558,Jonglei,z_mean,2001+,26,0.5201051751383496,0.326918181984598,0.7127874726624468,0.5692307692307692,1.796817515501251e-05,1.300262937845874,-104.66844934189928,2001,2026,-0.6228697500453878,0.4740952257207861,1.096964975766174,2001-2005,2022-2026
fpar_crop,599,El Buheyrat,z_mean,2001+,26,-0.16611868967069665,-0.31306926006276636,0.024387136190840375,-0.20615384615384616,0.14697001740066537,-0.4152967241767416,33.378266247518,2001,2026,0.07050198625063217,-0.18950950000636477,-0.26001148625699694,2001-2005,2022-2026
fpar_crop,622,Unity,z_mean,2001+,26,-0.2137263334912541,-0.5337859995177595,0.04699701668230422,-0.20615384615384616,0.14697001740066537,-0.5343158337281353,43.00787824105206,2001,2026,-0.15037284615544744,-0.4525278469377583,-0.3021550007823109,2001-2005,2022-2026
fpar_crop,623,C. Equatoria,z_mean,2001+,26,0.09825549297659938,-0.16797931731154056,0.2637558454400386,0.12000000000000001,0.4060348292913185,0.24563873244149845,-19.787851242033305,2001,2026,0.04838999533331103,0.12409715180434763,0.0757071564710366,2001-2005,2022-2026
fpar_crop,1721,East Equatoria,z_mean,2001+,26,0.4965984004826911,0.29094576404707534,0.7047216216543452,0.52,0.00011041937521594675,1.2414960012067278,-99.99250707244987,2001,2026,-0.5353291009150103,0.5278877108297225,1.063216811744733,2001-2005,2022-2026
fpar_crop,1726,North Bahr Ghaza,z_mean,2001+,26,0.4693634658369858,0.196086354441974,0.6992511239880392,0.46461538461538465,0.000648089627144108,1.1734086645924644,-94.46448609760883,2001,2026,-0.4639806399077571,0.6867397804937607,1.1507204204015178,2001-2005,2022-2026
fpar_crop,1727,Warab,z_mean,2001+,26,0.2345843194550638,-0.08800120927607682,0.48006475300800494,0.20615384615384616,0.14697001740066537,0.5864607986376595,-47.26389961683567,2001,2026,-0.25977641271319574,0.5404627039407466,0.8002391166539423,2001-2005,2022-2026
fpar_crop,1728,West Bahr Ghazal,z_mean,2001+,26,0.24544182773099327,-0.1003263066449332,0.4202845327460572,0.2,0.1598021358738695,0.6136045693274831,-49.43631067548034,2001,2026,-0.25050348052591226,0.226212581444622,0.4767160619705343,2001-2005,2022-2026
fpar_crop,1729,W.Equatoria,z_mean,2001+,26,0.47767288505721306,0.31885121405320355,0.6890765323215614,0.5507692307692308,3.655084919983229e-05,1.1941822126430326,-96.19745868801066,2001,2026,-0.42937650903069785,0.45195266949446244,0.8813291785251602,2001-2005,2022-2026
fpar_crop,2242,Upper Nile,z_mean,2001+,26,0.5591478883310863,0.3752961362112991,0.7449107269930132,0.5815384615384616,1.0960818857282772e-05,1.3978697208277158,-112.56255612518575,2001,2026,-0.6024467558134333,0.6457859404123738,1.248232696225807,2001-2005,2022-2026
rain_crop,558,Jonglei,z_mean,2001+,26,0.01854469503222307,-0.07497977896267383,0.18766000585489628,0.05846153846153847,0.6944365083392359,0.04636173758055768,-3.7792138356365257,2001,2026,-0.07154584983231452,-0.014784242821658081,0.05676160701065644,2001-2005,2022-2026
rain_crop,599,El Buheyrat,z_mean,2001+,26,0.07735983636710461,-0.11945501690750437,0.2406525958862905,0.10153846153846155,0.4844245357791813,0.19339959091776152,-15.65068276681881,2001,2026,-0.09925370723449559,-0.08529247066404555,0.013961236570450036,2001-2005,2022-2026
rain_crop,622,Unity,z_mean,2001+,26,0.057952471169076133,-0.045128764462574085,0.19539411867794312,0.15076923076923077,0.2932239991190237,0.14488117792269034,-11.692498427786507,2001,2026,-0.11520920078430201,-0.00011864739530404456,0.11509055338899797,2001-2005,2022-2026
rain_crop,623,C. Equatoria,z_mean,2001+,26,-0.06490005232176274,-0.18171844963211897,0.1261877036589396,-0.12615384615384617,0.3816539232629054,-0.16225013080440687,13.100051955448059,2001,2026,0.06247358083559913,-0.10507781002997059,-0.16755139086556972,2001-2005,2022-2026
rain_crop,1721,East Equatoria,z_mean,2001+,26,0.0718651500116225,-0.06031864166169517,0.2087329757529409,0.12615384615384617,0.3816539232629054,0.17966287502905623,-14.46226625606593,2001,2026,-0.07622765957357948,0.08171873085975061,0.15794639043333009,2001-2005,2022-2026
rain_crop,1726,North Bahr Ghaza,z_mean,2001+,26,0.044839118976780876,-0.06183042300699085,0.19687207938365647,0.12615384615384617,0.3816539232629054,0.11209779744195218,-9.084871945610544,2001,2026,-0.12030547606685923,-0.04773573353910472,0.07256974252775451,2001-2005,2022-2026
rain_crop,1727,Warab,z_mean,2001+,26,0.10509267913675288,-0.060758789976623,0.27080054820186383,0.1630769230769231,0.2545197559925082,0.26273169784188216,-21.147468441390817,2001,2026,-0.21994024190662467,-0.002382699429366755,0.21755754247725792,2001-2005,2022-2026
