indicator,asap1_id,adm1_name,year,mean,min,max,z_mean,z_min,n_dekads,frac_below
fpar_crop,599,El Buheyrat,2024,50.641714285714286,26.627,63.487,-0.2111260054292787,-1.9085424326819516,28,0.5357142857142857
fpar_crop,599,El Buheyrat,2025,51.76596428571429,36.357,64.672,-0.09357264898072852,-0.9075485543207474,28,0.0
fpar_crop,599,El Buheyrat,2026,45.04749999999999,38.565,52.366,-0.2769706330377462,-2.2925455762055336,12,0.3333333333333333
fpar_crop,622,Unity,2001,41.610727272727274,25.351,60.504,-0.07866171481852756,-1.2835189093617185,22,0.09090909090909091
fpar_crop,622,Unity,2002,37.17763333333333,23.071,58.508,-0.42361463534435373,-1.1922042187641948,30,0.13333333333333333
fpar_crop,622,Unity,2003,39.623333333333335,23.702,62.024,-0.01953588990017567,-1.4866667586537212,30,0.1
fpar_crop,622,Unity,2004,39.057766666666666,22.768,61.924,-0.280759091016304,-2.2987854792273037,30,0.23333333333333334
fpar_crop,622,Unity,2005,40.226933333333335,21.0,63.025,0.05070710030212376,-1.9610940647140127,30,0.16666666666666666
fpar_crop,622,Unity,2006,45.70076666666667,29.0,61.228,1.2482250078799835,-0.502441216795554,30,0.0
fpar_crop,622,Unity,2007,42.669599999999996,29.211,58.677,0.8175612065258638,0.17565406508364564,30,0.0
fpar_crop,622,Unity,2008,43.838899999999995,28.028,60.027,0.7080787829268352,-1.0989537978687642,30,0.1
fpar_crop,622,Unity,2009,37.34433333333333,20.962,60.029,-0.5031565790143729,-1.6909085902530785,30,0.36666666666666664
fpar_crop,622,Unity,2010,38.8659,19.766,60.447,-0.12113158967644348,-3.0485960316378935,30,0.2
fpar_crop,622,Unity,2011,41.94773333333333,28.0,61.597,0.6136892310222761,-0.7792171152194985,30,0.0
fpar_crop,622,Unity,2012,40.89693333333333,27.0,61.294,0.3061612879655299,-0.6100202085736913,30,0.0
fpar_crop,622,Unity,2013,38.8141,24.0,58.681,-0.004193424944542639,-1.048317449194739,30,0.03333333333333333
fpar_crop,622,Unity,2014,41.80146666666667,24.681,55.101,0.36286019868258473,-1.1510374840258075,30,0.06666666666666667
fpar_crop,622,Unity,2015,42.41203333333333,28.235,58.354,0.7709080098981261,-0.2918184697562951,30,0.0
fpar_crop,622,Unity,2016,40.5087,25.156,55.893,-0.01811415991477973,-1.9675622707008475,30,0.3
fpar_crop,622,Unity,2017,38.39143333333333,19.0,53.728,-0.42062384840453415,-1.5021399193791918,30,0.26666666666666666
fpar_crop,622,Unity,2018,37.8212,24.0,54.528,-0.34916782332593943,-0.5711157259068108,30,0.0
fpar_crop,622,Unity,2019,39.12936666666667,26.362,54.095,-0.06748891169690177,-1.6906467970553123,30,0.03333333333333333
fpar_crop,622,Unity,2020,40.15473333333333,29.346,54.629,0.16340991978510191,-0.6964333941731298,30,0.0
fpar_crop,622,Unity,2021,36.893166666666666,20.0,49.692,-0.49808610925168106,-1.7511956161943028,30,0.36666666666666664
fpar_crop,622,Unity,2022,34.27073333333333,19.509,49.356,-1.0455161507468225,-2.131846718251469,30,0.6
fpar_crop,622,Unity,2023,37.45803333333333,24.0,48.575,-0.43163843455134643,-1.9760452411076825,30,0.23333333333333334
fpar_crop,622,Unity,2024,35.4814,19.0,51.464,-0.7820653812344245,-1.677900930762836,30,0.6666666666666666
fpar_crop,622,Unity,2025,37.95583333333333,20.006,55.113,-0.03230212492372241,-1.6772050596064023,30,0.26666666666666666
fpar_crop,622,Unity,2026,32.35057142857143,20.0,48.0,0.028882856767524494,-1.1942958862006325,14,0.07142857142857142
fpar_crop,623,C. Equatoria,2001,64.41822727272728,48.921,70.974,0.015246466430151052,-0.8851282563394096,22,0.0
fpar_crop,623,C. Equatoria,2002,59.68697058823529,38.619,71.917,0.28200157941677656,-0.7499478693301103,34,0.0
fpar_crop,623,C. Equatoria,2003,59.37267647058824,44.426,71.944,0.06805982436802499,-2.0194850020442154,34,0.17647058823529413
fpar_crop,623,C. Equatoria,2004,59.53929411764706,41.952,71.839,0.19793136207362294,-1.0877656204584956,34,0.029411764705882353
fpar_crop,623,C. Equatoria,2005,57.396205882352945,34.987,72.868,-0.3212892556220204,-2.347004965958963,34,0.38235294117647056
fpar_crop,623,C. Equatoria,2006,60.16073529411764,37.314,71.107,0.37111816722650665,-1.863911832554048,34,0.17647058823529413
fpar_crop,623,C. Equatoria,2007,58.82517647058824,39.532,72.305,0.17238743966418468,-1.4509466517876293,34,0.11764705882352941
fpar_crop,623,C. Equatoria,2008,57.79720588235294,39.4,71.172,-0.5081184909184435,-1.8401989422320588,34,0.5
fpar_crop,623,C. Equatoria,2009,58.07520588235294,38.138,67.144,-0.7194424249052032,-1.9316156604958248,34,0.5588235294117647
fpar_crop,623,C. Equatoria,2010,58.89723529411765,46.305,68.958,-0.30825471926689296,-2.1937194809972502,34,0.17647058823529413
fpar_crop,623,C. Equatoria,2011,58.392529411764706,38.915,71.713,-0.17157584783505048,-1.44367925910741,34,0.08823529411764706
fpar_crop,623,C. Equatoria,2012,57.4440294117647,35.794,71.788,-0.48346579361917236,-2.100016881890706,34,0.38235294117647056
fpar_crop,623,C. Equatoria,2013,59.252,41.025,66.685,-0.2493441357629487,-1.998338220979694,34,0.29411764705882354
fpar_crop,623,C. Equatoria,2014,59.51185294117647,39.405,70.605,0.03286274887537282,-1.1435527246745405,34,0.058823529411764705
fpar_crop,623,C. Equatoria,2015,58.857705882352946,38.785,68.54,-0.29667594689137405,-1.6427039979318512,34,0.11764705882352941
fpar_crop,623,C. Equatoria,2016,58.17479411764706,38.165,69.154,-0.3219244293546857,-1.4568419911484565,34,0.08823529411764706
fpar_crop,623,C. Equatoria,2017,58.953823529411764,39.203,71.555,0.3256635029432021,-1.7763290563101184,34,0.17647058823529413
fpar_crop,623,C. Equatoria,2018,60.41835294117647,38.771,71.95,0.4636314036782167,-2.0458167594860095,34,0.058823529411764705
fpar_crop,623,C. Equatoria,2019,61.115500000000004,41.853,71.391,0.6806979967620563,-0.5231465505389116,34,0.0
fpar_crop,623,C. Equatoria,2020,60.63141176470588,39.749,70.767,0.5012677316570584,-0.44564787037191395,34,0.0
fpar_crop,623,C. Equatoria,2021,57.95158823529412,34.851,69.084,-0.4161143921246717,-1.7861648105492907,34,0.17647058823529413
fpar_crop,623,C. Equatoria,2022,59.12185294117647,38.869,68.656,-0.07958153630312612,-1.0512597033629696,34,0.058823529411764705
fpar_crop,623,C. Equatoria,2023,60.81055882352942,37.152,69.567,0.4570475610088213,-0.9813633917827423,34,0.0
fpar_crop,623,C. Equatoria,2024,60.83908823529412,41.169,69.596,0.4157258530989182,-1.418250708600691,34,0.11764705882352941
fpar_crop,623,C. Equatoria,2025,59.30432352941176,38.134,69.889,-0.023461928820188355,-1.0359082257054044,34,0.058823529411764705
fpar_crop,623,C. Equatoria,2026,56.19844444444445,37.671,67.804,-0.14924418996268685,-2.0470067538737458,18,0.2222222222222222
fpar_crop,1721,East Equatoria,2001,46.13545454545454,36.088,52.039,-0.173504526155088,-0.8631848465620356,22,0.0
fpar_crop,1721,East Equatoria,2002,37.79161111111111,18.244,47.127,-0.5473484670344502,-1.616423422643492,36,0.2222222222222222
fpar_crop,1721,East Equatoria,2003,37.70363888888889,14.148,53.976,-0.483763943185258,-1.6084412844556932,36,0.2777777777777778
fpar_crop,1721,East Equatoria,2004,35.97486111111111,9.698,47.865,-0.7617185751536195,-1.6500507508401172,36,0.3055555555555556
fpar_crop,1721,East Equatoria,2005,36.06780555555556,12.254,49.868,-0.7103099930466354,-1.7174448003702165,36,0.2222222222222222
fpar_crop,1721,East Equatoria,2006,37.59086111111111,13.171,49.373,-0.5138737037597099,-1.6389213009674266,36,0.1111111111111111
fpar_crop,1721,East Equatoria,2007,46.18208333333334,26.643,59.984,0.6467798590106212,-1.0854464590506614,36,0.05555555555555555
fpar_crop,1721,East Equatoria,2008,37.83027777777778,13.324,50.955,-0.47790152204159103,-1.4707232959635634,36,0.19444444444444445
fpar_crop,1721,East Equatoria,2009,32.99941666666667,12.516,46.567,-1.245494050086985,-2.929519351026657,36,0.5555555555555556
fpar_crop,1721,East Equatoria,2010,38.82058333333333,12.996,51.422,-0.30702416330194016,-1.3701786035721015,36,0.1111111111111111
fpar_crop,1721,East Equatoria,2011,37.80219444444444,10.983,52.111,-0.4701411920448452,-1.3666211432951507,36,0.25
fpar_crop,1721,East Equatoria,2012,47.28319444444444,19.897,61.95,0.8599120109686789,-1.9553793083272113,36,0.1388888888888889
fpar_crop,1721,East Equatoria,2013,44.07219444444444,22.895,56.673,0.40290255578773476,-0.47389629314071746,36,0.0
fpar_crop,1721,East Equatoria,2014,40.71722222222222,11.325,53.388,-0.03938133157973403,-0.8727759814317193,36,0.0
fpar_crop,1721,East Equatoria,2015,42.00894444444444,11.657,60.056,0.07443003974222556,-1.7976156903084932,36,0.19444444444444445
fpar_crop,1721,East Equatoria,2016,40.421277777777775,24.722,55.205,-0.1654156421717748,-1.4025245181526882,36,0.25
fpar_crop,1721,East Equatoria,2017,38.169444444444444,10.553,54.477,-0.3842614048410663,-1.6545418920265316,36,0.3055555555555556
fpar_crop,1721,East Equatoria,2018,41.276472222222225,13.646,58.896,0.07941713621162735,-1.1359046494614156,36,0.1388888888888889
fpar_crop,1721,East Equatoria,2019,41.57669444444444,10.608,58.268,0.12479872632103689,-1.8471611708228923,36,0.19444444444444445
fpar_crop,1721,East Equatoria,2020,50.62538888888889,36.92,59.363,1.2637840118576005,-0.20005772811352943,36,0.0
fpar_crop,1721,East Equatoria,2021,43.558166666666665,26.785,57.041,0.3311650186982129,-1.608553552343744,36,0.027777777777777776
fpar_crop,1721,East Equatoria,2022,41.00272222222222,10.351,54.832,0.034543061059700494,-1.0876289203578515,36,0.027777777777777776
fpar_crop,1721,East Equatoria,2023,45.09366666666667,10.045,58.048,0.5772525059896363,-1.0395523813819567,36,0.027777777777777776
fpar_crop,1721,East Equatoria,2024,47.75802777777778,20.37,58.508,0.9306637612802322,-0.32914754323242695,36,0.0
fpar_crop,1721,East Equatoria,2025,45.24894444444445,15.01,56.936,0.6245616191601231,-0.9557054263704908,36,0.0
fpar_crop,1721,East Equatoria,2026,39.9959,12.713,52.542,0.47241760665892063,-1.1383445698211117,20,0.05
fpar_crop,1726,North Bahr Ghaza,2001,45.935,25.198,60.316,0.16428765656636665,-0.7773244371876917,22,0.0
fpar_crop,1726,North Bahr Ghaza,2002,40.11258064516129,25.014,57.317,-0.864198649416011,-2.648667809198852,31,0.4838709677419355
fpar_crop,1726,North Bahr Ghaza,2003,39.27367741935483,20.045,59.495,-0.900846837481701,-2.3473309813148857,31,0.25806451612903225
fpar_crop,1726,North Bahr Ghaza,2004,41.532870967741935,23.773,60.907,-0.2798890208988451,-1.4839894168684835,31,0.16129032258064516
fpar_crop,1726,North Bahr Ghaza,2005,41.48816129032258,24.182,62.653,-0.4392563483085951,-1.7061611049525371,31,0.41935483870967744
fpar_crop,1726,North Bahr Ghaza,2006,43.30232258064516,28.045,61.5,0.34442334542700503,-0.5663242694472981,31,0.0
fpar_crop,1726,North Bahr Ghaza,2007,42.610451612903226,28.455,60.082,-0.10941976180059347,-0.6842665803175508,31,0.0
fpar_crop,1726,North Bahr Ghaza,2008,44.274580645161286,29.591,60.597,0.03430658343276047,-2.402125561325819,31,0.25806451612903225
fpar_crop,1726,North Bahr Ghaza,2009,40.63412903225806,22.718,58.909,-0.5945492400666191,-2.2683353917924487,31,0.3225806451612903
fpar_crop,1726,North Bahr Ghaza,2010,42.00841935483871,27.181,60.161,-0.13055731302263002,-1.0187961886607113,31,0.03225806451612903
fpar_crop,1726,North Bahr Ghaza,2011,41.950967741935486,28.366,58.138,-0.07480262429035127,-2.839837250075608,31,0.16129032258064516
fpar_crop,1726,North Bahr Ghaza,2012,40.59932258064516,22.151,62.039,-0.3627588976539837,-1.4906063803496004,31,0.2903225806451613
fpar_crop,1726,North Bahr Ghaza,2013,43.6408064516129,27.727,60.724,0.26898831635125336,-0.5467519697557041,31,0.0
fpar_crop,1726,North Bahr Ghaza,2014,44.586129032258064,28.864,60.75,0.24467931010816937,-1.7601211401661496,31,0.1935483870967742
fpar_crop,1726,North Bahr Ghaza,2015,43.287064516129035,29.273,62.174,0.259994775679444,-0.8359753667891389,31,0.0
fpar_crop,1726,North Bahr Ghaza,2016,40.60077419354839,26.455,60.546,-0.5930868080915235,-1.3281384184582379,31,0.16129032258064516
fpar_crop,1726,North Bahr Ghaza,2017,42.42883870967742,22.0,62.052,0.16154229217600066,-1.5144545710932327,31,0.12903225806451613
fpar_crop,1726,North Bahr Ghaza,2018,40.154548387096774,25.09,59.945,-0.6582579033622825,-1.0896981350469455,31,0.12903225806451613
fpar_crop,1726,North Bahr Ghaza,2019,43.301322580645156,21.0,63.928,0.5374413884819682,-1.6354173962604237,31,0.06451612903225806
fpar_crop,1726,North Bahr Ghaza,2020,41.376999999999995,25.41,62.937,-0.054369096961451834,-1.5018631654111678,31,0.16129032258064516
fpar_crop,1726,North Bahr Ghaza,2021,43.523387096774194,30.0,61.282,0.28921884420732663,-1.2161615211690775,31,0.06451612903225806
fpar_crop,1726,North Bahr Ghaza,2022,42.37964516129032,26.53,61.021,0.04938891390377314,-0.8515267042113449,31,0.0
fpar_crop,1726,North Bahr Ghaza,2023,44.06596774193549,28.0,62.645,0.7105395885734181,-0.7886776200900862,31,0.0
fpar_crop,1726,North Bahr Ghaza,2024,42.79793548387097,24.405,61.621,0.428934196595241,-1.3157518841057512,31,0.0967741935483871
fpar_crop,1726,North Bahr Ghaza,2025,44.39541935483871,24.0,65.111,1.0263569902224556,-1.2725289207588506,31,0.03225806451612903
fpar_crop,1726,North Bahr Ghaza,2026,41.57866666666666,34.946,57.47,1.2184792131739153,0.27865801935009116,15,0.0
fpar_crop,1727,Warab,2001,48.441545454545455,30.685,60.718,0.1271785806271013,-0.8055711877172538,22,0.0
fpar_crop,1727,Warab,2002,43.26379411764706,27.542,64.129,0.12797342568685258,-2.2827780326615086,34,0.20588235294117646
fpar_crop,1727,Warab,2003,40.75817647058824,26.75,59.637,-0.7073524035842166,-2.301179716271827,34,0.3235294117647059
fpar_crop,1727,Warab,2004,42.81552941176471,30.013,60.768,-0.21050908733126109,-1.2060566031709254,34,0.08823529411764706
fpar_crop,1727,Warab,2005,40.793323529411765,24.625,62.209,-0.6361725789644548,-2.118709835142095,34,0.35294117647058826
fpar_crop,1727,Warab,2006,45.264558823529406,31.125,62.51,0.5416648084687722,-0.26392859759811743,34,0.0
fpar_crop,1727,Warab,2007,45.050264705882356,34.0,61.719,0.36800580219085505,-1.058486817133351,34,0.08823529411764706
fpar_crop,1727,Warab,2008,45.019058823529406,32.875,60.254,-0.026018461502387083,-2.2707791086996716,34,0.3235294117647059
fpar_crop,1727,Warab,2009,41.79635294117647,32.125,58.116,-0.755239764810308,-2.6677253816751114,34,0.4117647058823529
fpar_crop,1727,Warab,2010,41.70755882352941,29.169,60.844,-0.411430881590399,-1.7761093011249234,34,0.23529411764705882
fpar_crop,1727,Warab,2011,43.104176470588236,26.9,61.743,0.2205493974628012,-1.2094549211278314,34,0.11764705882352941
fpar_crop,1727,Warab,2012,42.32247058823529,23.875,62.654,-0.05835929147840912,-2.1127037981646466,34,0.14705882352941177
fpar_crop,1727,Warab,2013,43.79035294117647,30.875,61.069,0.03544724968627467,-0.9071867115710317,34,0.0
fpar_crop,1727,Warab,2014,46.88814705882353,29.375,63.586,0.6871981543697033,-1.46736212096345,34,0.14705882352941177
fpar_crop,1727,Warab,2015,43.946588235294115,30.009,60.689,-0.09478719769257017,-1.5323845371610545,34,0.17647058823529413
fpar_crop,1727,Warab,2016,42.15517647058824,28.724,59.645,-0.5817929028809151,-1.5959890002799733,34,0.3235294117647059
fpar_crop,1727,Warab,2017,42.39729411764706,27.91,61.745,-0.18925642995625397,-1.031061945227197,34,0.08823529411764706
fpar_crop,1727,Warab,2018,42.11870588235294,28.729,61.852,-0.4891738000905698,-1.5428678900913042,34,0.3235294117647059
fpar_crop,1727,Warab,2019,42.385029411764705,28.37,62.791,-0.0346753276147644,-1.0582521314940705,34,0.08823529411764706
fpar_crop,1727,Warab,2020,42.64067647058823,26.706,61.602,-0.13161991263367928,-1.4175989636435047,34,0.08823529411764706
fpar_crop,1727,Warab,2021,43.47514705882353,30.624,61.973,0.019377024931511968,-0.8796038717076828,34,0.0
fpar_crop,1727,Warab,2022,42.11411764705882,29.34,60.229,-0.3226842544378603,-1.5711849205779835,34,0.20588235294117646
fpar_crop,1727,Warab,2023,45.41117647058824,30.27,64.95,0.9404581515423807,-0.7848041739707956,34,0.0
fpar_crop,1727,Warab,2024,43.86694117647059,27.918,63.735,0.5277351863570974,-1.6053321092752861,34,0.11764705882352941
fpar_crop,1727,Warab,2025,44.39805882352941,29.25,63.629,0.5826335353429454,-1.4625089678806875,34,0.058823529411764705
fpar_crop,1727,Warab,2026,41.99483333333333,31.219,60.171,0.9741709008991692,-0.8132607860171899,18,0.0
fpar_crop,1728,West Bahr Ghazal,2001,45.73781818181818,28.197,64.075,-0.4080446079702988,-1.134434507849272,22,0.3181818181818182
fpar_crop,1728,West Bahr Ghazal,2002,42.01632142857143,28.223,62.382,-0.7183734693267743,-1.819353413952562,28,0.2857142857142857
fpar_crop,1728,West Bahr Ghazal,2003,43.85917857142857,27.729,63.455,-0.24566234788620342,-2.6493504093688767,28,0.2857142857142857
fpar_crop,1728,West Bahr Ghazal,2004,42.75575,28.595,62.098,-0.6145424241464694,-1.553504412743222,28,0.35714285714285715
fpar_crop,1728,West Bahr Ghazal,2005,46.77032142857143,26.619,68.756,0.7341054467001847,-1.8032125617609547,28,0.10714285714285714
fpar_crop,1728,West Bahr Ghazal,2006,46.313857142857145,28.515,66.103,0.46260018079069515,-1.0633359167199832,28,0.03571428571428571
fpar_crop,1728,West Bahr Ghazal,2007,44.599607142857145,28.369,65.664,-0.1292873536156602,-1.6001720248226325,28,0.2857142857142857
fpar_crop,1728,West Bahr Ghazal,2008,45.38653571428572,28.847,61.734,-0.0630493662726079,-1.3258461302297946,28,0.17857142857142858
fpar_crop,1728,West Bahr Ghazal,2009,42.27025,25.124,60.451,-0.8634878042128811,-2.220826468146294,28,0.7142857142857143
fpar_crop,1728,West Bahr Ghazal,2010,43.36289285714286,26.49,61.946,-0.34965147726533596,-1.7681668413207272,28,0.03571428571428571
fpar_crop,1728,West Bahr Ghazal,2011,44.41860714285714,27.822,64.646,0.02985204258290522,-0.9889016038724159,28,0.0
fpar_crop,1728,West Bahr Ghazal,2012,46.617464285714284,30.026,66.836,0.6118775079677838,-0.9399614861594009,28,0.0
fpar_crop,1728,West Bahr Ghazal,2013,47.01546428571429,30.567,66.306,0.6139671359344522,-0.11463066129532233,28,0.0
fpar_crop,1728,West Bahr Ghazal,2014,48.67192857142857,29.675,60.778,0.7660375026628256,-1.19449881724913,28,0.07142857142857142
fpar_crop,1728,West Bahr Ghazal,2015,44.52007142857143,28.661,61.308,-0.2038370163574843,-1.4510664779931324,28,0.14285714285714285
fpar_crop,1728,West Bahr Ghazal,2016,45.66285714285714,29.229,66.428,0.2731782599242379,-0.7328904589193616,28,0.0
fpar_crop,1728,West Bahr Ghazal,2017,42.26957142857143,24.826,63.024,-0.5428099900288904,-1.7085096059402078,28,0.21428571428571427
fpar_crop,1728,West Bahr Ghazal,2018,45.28364285714286,31.095,64.298,0.16674876016826315,-0.45571210111570526,28,0.0
fpar_crop,1728,West Bahr Ghazal,2019,45.0215,25.825,61.68,0.16955273792123876,-1.3468988149073702,28,0.14285714285714285
fpar_crop,1728,West Bahr Ghazal,2020,43.01660714285714,28.936,61.194,-0.4492668979733007,-2.6550543940817395,28,0.35714285714285715
fpar_crop,1728,West Bahr Ghazal,2021,44.13621428571429,31.185,60.879,-0.19914986298222725,-1.1823173641707083,28,0.10714285714285714
fpar_crop,1728,West Bahr Ghazal,2022,44.82685714285714,29.122,64.496,0.1438098875034368,-1.2863469223062243,28,0.07142857142857142
fpar_crop,1728,West Bahr Ghazal,2023,46.42025,31.721,64.653,0.5080572949205097,-0.4561777003400461,28,0.0
fpar_crop,1728,West Bahr Ghazal,2024,45.1075,27.013,65.735,0.3296575580969813,-1.7998737025005294,28,0.2857142857142857
fpar_crop,1728,West Bahr Ghazal,2025,43.53425,29.921,63.025,-0.3041633230024175,-1.8281855675936014,28,0.25
fpar_crop,1728,West Bahr Ghazal,2026,40.401666666666664,31.943,44.863,0.45370148970459967,-0.42899943799356405,12,0.0
fpar_crop,1729,W.Equatoria,2001,71.1585909090909,55.431,79.816,-0.5283229821280551,-2.3466348887932074,22,0.3181818181818182
fpar_crop,1729,W.Equatoria,2002,65.8720303030303,36.0,81.111,-0.07094413279250532,-2.214513654607121,33,0.18181818181818182
fpar_crop,1729,W.Equatoria,2003,63.57875757575758,40.052,74.846,-0.7641598947049313,-2.3467895149911366,33,0.3333333333333333
fpar_crop,1729,W.Equatoria,2004,64.32624242424242,35.12,82.778,-0.34681289323905035,-1.9249078254482583,33,0.2727272727272727
fpar_crop,1729,W.Equatoria,2005,62.42693939393939,30.537,81.801,-0.43664264228894717,-2.9872620789458355,33,0.45454545454545453
fpar_crop,1729,W.Equatoria,2006,62.727666666666664,30.0,80.664,-0.6459518105118883,-2.446269748648023,33,0.48484848484848486
fpar_crop,1729,W.Equatoria,2007,64.27566666666667,33.0,76.48,-0.5112624803997162,-1.8092203349376006,33,0.21212121212121213
