indicator,asap1_id,adm1_name,year,mean,min,max,z_mean,z_min,n_dekads,frac_below
fpar_crop,558,Jonglei,2001,52.690318181818185,36.917,62.275,-0.08165350640267259,-1.560592681023486,22,0.13636363636363635
fpar_crop,558,Jonglei,2002,47.87467741935484,35.326,58.883,-1.042657137088164,-1.7797648961354697,31,0.7419354838709677
fpar_crop,558,Jonglei,2003,48.190516129032254,34.035,59.382,-0.8266727528372861,-1.77639037844082,31,0.4838709677419355
fpar_crop,558,Jonglei,2004,49.93822580645161,37.437,61.662,-0.3263747702607469,-1.4166449651810777,31,0.22580645161290322
fpar_crop,558,Jonglei,2005,47.611612903225804,28.532,61.273,-0.836990583638069,-2.2103745493644364,31,0.3548387096774194
fpar_crop,558,Jonglei,2006,49.303387096774195,30.812,62.193,-0.21929002513622947,-2.461388864202574,31,0.22580645161290322
fpar_crop,558,Jonglei,2007,50.27525806451612,34.333,64.622,-0.4926571115690287,-2.5958303602021435,31,0.3870967741935484
fpar_crop,558,Jonglei,2008,49.66396774193549,38.048,59.238,-0.38442247551152015,-1.557428788906921,31,0.22580645161290322
fpar_crop,558,Jonglei,2009,49.03038709677419,34.877,61.738,-0.8098343084503149,-3.31773144023563,31,0.5161290322580645
fpar_crop,558,Jonglei,2010,51.0553870967742,35.012,62.938,0.0498807465300999,-0.7532782643529985,31,0.0
fpar_crop,558,Jonglei,2011,51.535000000000004,37.962,67.199,0.39460839023878724,-1.3184175045951572,31,0.06451612903225806
fpar_crop,558,Jonglei,2012,51.51616129032258,36.045,64.411,0.05957459788477066,-2.0912506114597083,31,0.06451612903225806
fpar_crop,558,Jonglei,2013,51.245548387096775,37.469,63.39,0.10299847983193923,-1.2320513653794516,31,0.0967741935483871
fpar_crop,558,Jonglei,2014,52.27406451612904,37.682,63.114,0.3922570211671658,-0.7534856276406896,31,0.0
fpar_crop,558,Jonglei,2015,51.625419354838705,36.852,61.499,0.059851524166271965,-1.6514442678528547,31,0.06451612903225806
fpar_crop,558,Jonglei,2016,51.915419354838704,34.921,65.721,0.08642121894968921,-1.4150174428630595,31,0.12903225806451613
fpar_crop,558,Jonglei,2017,51.074129032258064,33.008,63.483,0.23376575262577842,-2.04293023887183,31,0.16129032258064516
fpar_crop,558,Jonglei,2018,51.019,37.611,61.926,-0.15526598254396368,-1.2404218120284636,31,0.16129032258064516
fpar_crop,558,Jonglei,2019,52.623387096774195,36.198,64.887,0.6561194861041509,-1.1047732779506716,31,0.03225806451612903
fpar_crop,558,Jonglei,2020,53.65325806451613,35.961,65.625,0.6686916657413788,-0.6660641469755993,31,0.0
fpar_crop,558,Jonglei,2021,51.15374193548387,39.918,62.629,0.045510658744621256,-0.8508863445485838,31,0.0
fpar_crop,558,Jonglei,2022,52.70009677419355,43.818,62.639,0.4778978631762568,-1.152888329092668,31,0.03225806451612903
fpar_crop,558,Jonglei,2023,52.772129032258064,37.262,63.329,0.5874174081371099,-1.5127161177075152,31,0.16129032258064516
fpar_crop,558,Jonglei,2024,53.60135483870968,40.033,63.597,0.7138355800159525,-0.12783980457702238,31,0.0
fpar_crop,558,Jonglei,2025,53.40035483870968,40.694,63.62,0.6532422091938377,-0.5658394098766247,31,0.0
fpar_crop,558,Jonglei,2026,48.242066666666666,39.268,52.959,-0.06191693191922608,-2.0665554616064714,15,0.13333333333333333
fpar_crop,599,El Buheyrat,2001,54.2130909090909,37.299,65.225,-0.44527490476509857,-1.067973312394687,22,0.09090909090909091
fpar_crop,599,El Buheyrat,2002,51.34867857142857,29.275,67.224,-0.023279088538047752,-1.0935586274069253,28,0.07142857142857142
fpar_crop,599,El Buheyrat,2003,52.54610714285714,30.243,68.554,0.41005646781938776,-0.8819810867669542,28,0.0
fpar_crop,599,El Buheyrat,2004,51.65742857142857,32.143,65.958,0.030532643642856357,-1.398586376201825,28,0.10714285714285714
fpar_crop,599,El Buheyrat,2005,52.157357142857144,27.829,70.909,0.38047481309406306,-2.134393014926004,28,0.17857142857142858
fpar_crop,599,El Buheyrat,2006,53.476107142857146,30.737,69.264,0.7460134199352574,-1.5662010845559173,28,0.07142857142857142
fpar_crop,599,El Buheyrat,2007,52.692321428571425,35.258,67.216,0.26979451594080955,-0.7826347598030327,28,0.0
fpar_crop,599,El Buheyrat,2008,53.93092857142857,35.467,65.3,0.5111424128773923,-0.6738985933517,28,0.0
fpar_crop,599,El Buheyrat,2009,50.813750000000006,34.071,65.173,-0.2839148489216872,-1.6175688154094796,28,0.21428571428571427
fpar_crop,599,El Buheyrat,2010,51.50271428571428,31.367,65.938,-0.10958494319750882,-1.8577732951222516,28,0.07142857142857142
fpar_crop,599,El Buheyrat,2011,51.20035714285715,27.419,65.833,0.11582999400428941,-1.521470503056082,28,0.14285714285714285
fpar_crop,599,El Buheyrat,2012,50.88896428571429,29.758,67.701,-0.22216543268933572,-1.738944240738997,28,0.25
fpar_crop,599,El Buheyrat,2013,49.82439285714286,29.74,64.864,-0.43301457339371874,-1.3026617527550448,28,0.03571428571428571
fpar_crop,599,El Buheyrat,2014,55.171749999999996,38.128,67.439,0.693852534415897,-1.0696365863187602,28,0.03571428571428571
fpar_crop,599,El Buheyrat,2015,51.586000000000006,33.189,69.159,-0.30126410081009036,-2.8909133999460512,28,0.32142857142857145
fpar_crop,599,El Buheyrat,2016,51.527857142857144,32.614,67.099,-0.3013577692285866,-1.841316551202559,28,0.39285714285714285
fpar_crop,599,El Buheyrat,2017,50.98753571428572,30.113,65.651,-0.004861120646074285,-1.4876989335441138,28,0.03571428571428571
fpar_crop,599,El Buheyrat,2018,50.85171428571429,35.161,65.145,-0.28906899201116243,-0.8069255662910578,28,0.0
fpar_crop,599,El Buheyrat,2019,51.08403571428572,29.242,66.822,0.1264336318389529,-1.095381414449411,28,0.14285714285714285
fpar_crop,599,El Buheyrat,2020,51.81596428571429,32.657,63.796,-0.045891186372828886,-1.2263647167639247,28,0.07142857142857142
fpar_crop,599,El Buheyrat,2021,51.26628571428571,31.835,63.477,-0.13059095714845897,-1.382387661253144,28,0.2857142857142857
fpar_crop,599,El Buheyrat,2022,52.03885714285714,35.078,64.074,0.046367570979141216,-0.9007669580218983,28,0.0
fpar_crop,599,El Buheyrat,2023,50.20285714285715,26.731,62.786,-0.4122457835632118,-1.9420748458049437,28,0.5714285714285714
